CountryCode,SeriesCode,DESCRIPTION
CHI,SP.POP.AG03.MA.IN,"Refers to Guernsey, and Jersey."
CHI,SP.POP.AG04.FE.IN,"Refers to Guernsey, and Jersey."
CHI,SP.POP.AG04.MA.IN,"Refers to Guernsey, and Jersey."
CHI,SP.POP.AG05.FE.IN,"Refers to Guernsey, and Jersey."
CHI,SP.POP.AG05.MA.IN,"Refers to Guernsey, and Jersey."
CHI,SP.POP.BRTH.MF,"Refers to Guernsey, and Jersey."
CHI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CHI,SP.POP.TOTL.FE.ZS,"Refers to Guernsey, and Jersey."
CHL,SG.NOD.CONS,There is no nondiscrimination provision.
CHL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CHN,SG.NOD.CONS,There is no nondiscrimination provision.
CHN,SG.POP.MIGR.FE.ZS,"For statistical purposes, the data for China do not include Hong Kong and Macao, Special Administrative Regions (SAR) of China."
CHN,SP.ADO.TFRT,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.DYN.CBRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.CDRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHN,SP.POP.0014.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.1564.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.65UP.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.AG00.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG00.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG01.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG01.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG02.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG02.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG03.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG03.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG04.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG04.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG05.FE.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.AG05.MA.IN,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.BRTH.MF,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.TOTL,Data sources : National Bureau of Statistics
CHN,SP.POP.TOTL.FE.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CIV,SG.NOD.CONS,There is no nondiscrimination provision.
CIV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.IN,Derived using male and female life expectancy
CIV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CMR,SG.NOD.CONS,There is no nondiscrimination provision.
CMR,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.IN,Derived using male and female life expectancy
CMR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
COG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.IN,Derived using male and female life expectancy
COG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
COG,SP.POP.TOTL,Data sources : United Nations World Population Prospects
COL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.LE00.IN,Derived using male and female life expectancy
COL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COL,SP.DYN.TFRT.IN,"Data sources : United Nations World Population Prospects, DHS 2010"
COL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
COM,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
COM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.LE00.IN,Derived using male and female life expectancy
COM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
COM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
COM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CPV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.LE00.IN,Derived using male and female life expectancy
CPV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CPV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CPV,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CRI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.LE00.IN,Derived using male and female life expectancy
CRI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CRI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CRI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CUB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.LE00.IN,Derived using male and female life expectancy
CUB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CUB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CUB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CUW,SP.DYN.CBRT.IN,Data sources : Central bureau of Statistics
CUW,SP.DYN.CDRT.IN,Data sources : Central bureau of Statistics
CUW,SP.DYN.LE00.FE.IN,Data sources : Central bureau of Statistics
CUW,SP.DYN.LE00.IN,Derived using male and female life expectancy
CUW,SP.DYN.LE00.MA.IN,Data sources : Central bureau of Statistics
CUW,SP.DYN.TFRT.IN,Data sources : Central bureau of Statistics
CUW,SP.POP.TOTL,Data sources : Central bureau of Statistics
CYM,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
CYM,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
CYM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CYP,NY.GDP.PCAP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,NY.GNP.PCAP.PP.CD,Data are for areas under the effective control of the Government of the Republic of Cyprus.
CYP,SG.POP.MIGR.FE.ZS,Includes Northern-Cyprus.
CYP,SP.ADO.TFRT,Including Northern-Cyprus.
CYP,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.LE00.IN,Derived using male and female life expectancy
CYP,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CYP,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CYP,SP.POP.0014.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.1564.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.65UP.TO.ZS,Including Northern-Cyprus.
CYP,SP.POP.AG00.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG00.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.AG01.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG01.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.AG02.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG02.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.AG03.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG03.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.AG04.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG04.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.AG05.FE.IN,Including Northern-Cyprus.
CYP,SP.POP.AG05.MA.IN,Including Northern-Cyprus.
CYP,SP.POP.BRTH.MF,Including Northern-Cyprus.
CYP,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CYP,SP.POP.TOTL.FE.ZS,Including Northern-Cyprus.
CZE,SG.NOD.CONS,There is no nondiscrimination provision.
CZE,SP.DYN.CBRT.IN,Data sources : Eurostat
CZE,SP.DYN.CDRT.IN,Data sources : Eurostat
CZE,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistical Year Book"
CZE,SP.DYN.LE00.IN,Derived using male and female life expectancy
CZE,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistical Year Book"
CZE,SP.DYN.TFRT.IN,Data sources : Eurostat
CZE,SP.POP.TOTL,Data sources : Eurostat
DEU,SG.NOD.CONS,There is no nondiscrimination provision.
DEU,SP.DYN.CBRT.IN,Data sources : Eurostat
DEU,SP.DYN.CDRT.IN,Data sources : Eurostat
DEU,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
DEU,SP.DYN.LE00.IN,Derived using male and female life expectancy
DEU,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
DEU,SP.DYN.TFRT.IN,Data sources : Eurostat
DEU,SP.POP.TOTL,Data sources : Eurostat
DJI,SG.NOD.CONS,There is no nondiscrimination provision.
DJI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.LE00.IN,Derived using male and female life expectancy
DJI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
DJI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
DJI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
DMA,SG.OBT.IDCD.MR,There is no national identity card.
DMA,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.LE00.FE.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.LE00.IN,Derived using male and female life expectancy
DMA,SP.DYN.LE00.MA.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.DYN.TFRT.IN,Data sources : United Nations Population and Vital Statistics Report
DMA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
DNK,SG.NOD.CONS,There is no nondiscrimination provision.
DNK,SG.OBT.IDCD.MR,There is no national identity card.
DNK,SP.DYN.CBRT.IN,Data sources : Eurostat
DNK,SP.DYN.CDRT.IN,Data sources : Eurostat
DNK,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Denmark"
DNK,SP.DYN.LE00.IN,Derived using male and female life expectancy
DNK,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Denmark"
DNK,SP.DYN.TFRT.IN,Data sources : Eurostat
DNK,SP.POP.TOTL,Data sources : Eurostat
DOM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.LE00.IN,Derived using male and female life expectancy
DOM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
DOM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
DOM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
DZA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
DZA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
DZA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
DZA,SP.DYN.LE00.IN,Derived using male and female life expectancy
DZA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
DZA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
DZA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
ECU,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
ECU,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
ECU,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
ECU,SP.DYN.LE00.IN,Derived using male and female life expectancy
ECU,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
ECU,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
ECU,SP.POP.TOTL,Data sources : United Nations World Population Prospects
EGY,SG.GEN.PARL.ZS,Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.
EGY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
EGY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
EGY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
EGY,SP.DYN.LE00.IN,Derived using male and female life expectancy
EGY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
EGY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
EGY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
ERI,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
ERI,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
ERI,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
ERI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
ERI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
ERI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
ERI,SP.DYN.LE00.IN,Derived using male and female life expectancy
ERI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
ERI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
ERI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
ESP,SG.POP.MIGR.FE.ZS,"Includes Canary Islands, Ceuta and Melilla."
ESP,SP.ADO.TFRT,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.DYN.CBRT.IN,Data sources : Eurostat
ESP,SP.DYN.CDRT.IN,Data sources : Eurostat
ESP,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Instituto Nacional de Estadistica"
ESP,SP.DYN.LE00.IN,Derived using male and female life expectancy
ESP,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Instituto Nacional de Estadistica"
ESP,SP.DYN.TFRT.IN,Data sources : Eurostat
ESP,SP.POP.AG00.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG00.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG01.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG01.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG02.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG02.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG03.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG03.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG04.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG04.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG05.FE.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.AG05.MA.IN,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.BRTH.MF,"Including Canary Islands, Ceuta and Melilla."
ESP,SP.POP.TOTL,Data sources : Eurostat
EST,SP.DYN.CBRT.IN,Data sources : Eurostat
EST,SP.DYN.CDRT.IN,Data sources : Eurostat
EST,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
EST,SP.DYN.LE00.IN,Derived using male and female life expectancy
EST,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
EST,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistical Office of Estonia"
EST,SP.POP.TOTL,Data sources : Eurostat
ETH,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
ETH,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
ETH,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
ETH,SP.DYN.LE00.IN,Derived using male and female life expectancy
ETH,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
ETH,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
ETH,SP.POP.TOTL,Data sources : United Nations World Population Prospects
FIN,SG.NOD.CONS,There is no nondiscrimination provision.
FIN,SG.POP.MIGR.FE.ZS,Includes Åland Islands.
FIN,SP.ADO.TFRT,Including Åland Islands.
FIN,SP.DYN.CBRT.IN,Data sources : Eurostat
FIN,SP.DYN.CDRT.IN,Data sources : Eurostat
FIN,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Finland"
FIN,SP.DYN.LE00.IN,Derived using male and female life expectancy
FIN,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Finland"
FIN,SP.DYN.TFRT.IN,Data sources : Eurostat
FIN,SP.POP.AG00.FE.IN,Including Åland Islands.
FIN,SP.POP.AG00.MA.IN,Including Åland Islands.
FIN,SP.POP.AG01.FE.IN,Including Åland Islands.
FIN,SP.POP.AG01.MA.IN,Including Åland Islands.
FIN,SP.POP.AG02.FE.IN,Including Åland Islands.
FIN,SP.POP.AG02.MA.IN,Including Åland Islands.
FIN,SP.POP.AG03.FE.IN,Including Åland Islands.
FIN,SP.POP.AG03.MA.IN,Including Åland Islands.
FIN,SP.POP.AG04.FE.IN,Including Åland Islands.
FIN,SP.POP.AG04.MA.IN,Including Åland Islands.
FIN,SP.POP.AG05.FE.IN,Including Åland Islands.
FIN,SP.POP.AG05.MA.IN,Including Åland Islands.
FIN,SP.POP.BRTH.MF,Including Åland Islands.
FIN,SP.POP.TOTL,Data sources : Eurostat
FJI,SG.OBT.IDCD.MR,There is no national identity card.
FJI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.LE00.IN,Derived using male and female life expectancy
FJI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
FRA,SG.NOD.CONS,There is no nondiscrimination provision.
FRA,SP.DYN.CBRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.CDRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.LE00.FE.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.LE00.IN,Derived using male and female life expectancy
FRA,SP.DYN.LE00.MA.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.TFRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.POP.0014.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.1564.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.65UP.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.TOTL,"Data sources : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
FRA,SP.POP.TOTL.FE.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRO,SP.DYN.CBRT.IN,Data sources : Statistics Faroe Islands
FRO,SP.DYN.CDRT.IN,Data sources : Statistics Faroe Islands
FRO,SP.DYN.LE00.FE.IN,Data sources : Statistics Faroe Islands
FRO,SP.DYN.LE00.IN,Derived using male and female life expectancy
FRO,SP.DYN.LE00.MA.IN,Data sources : Statistics Faroe Islands
FRO,SP.DYN.TFRT.IN,Data sources : Statistics Faroe Islands
FRO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
FSM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.LE00.IN,Derived using male and female life expectancy
FSM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GAB,SG.NOD.CONS,There is no nondiscrimination provision.
GAB,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GAB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
GBR,SG.NOD.CONS,There is no nondiscrimination provision.
GBR,SG.OBT.IDCD.MR,There is no national identity card.
GBR,SP.DYN.CBRT.IN,Data sources : Eurostat
GBR,SP.DYN.CDRT.IN,Data sources : Eurostat
GBR,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, National Statistics"
GBR,SP.DYN.LE00.IN,Derived using male and female life expectancy
GBR,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, National Statistics"
GBR,SP.DYN.TFRT.IN,Data sources : Eurostat
GBR,SP.POP.TOTL,Data sources : Eurostat
GEO,NY.GDP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.PP.CD,Excludes Abkhazia and South Ossetia.
GEO,SG.GEN.PARL.ZS,"Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004."
GEO,SG.NOD.CONS,There is no nondiscrimination provision.
GEO,SG.POP.MIGR.FE.ZS,Includes Abkhazia and South Ossetia.
GEO,SH.XPD.PCAP.PP.KD," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PUBL.ZS," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SP.ADO.TFRT,Including Abkhazia and South Ossetia.
GEO,SP.DYN.CBRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.CDRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.IN,Derived using male and female life expectancy
GEO,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.POP.0014.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.0014.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.1564.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.MA.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.TO,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.65UP.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG00.FE.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG00.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG01.FE.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG01.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG02.FE.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG02.MA.IN,Including Abkhazia and South Ossetia.
GEO,SP.POP.AG03.FE.IN,Including Abkhazia and South Ossetia.
